split,x0,x1,label
train,0.92097653,1.23917165,1
train,1.22615760,-1.97633757,1
train,-0.09175833,1.26186079,1
train,0.62178528,0.04592878,0
train,0.35496648,-1.04672574,0
train,-0.42209852,0.95236538,1
train,0.57855334,-2.44107301,1
train,0.21806030,0.28554575,0
train,-0.13293288,-0.23412317,1
train,-1.39855998,-0.88609051,0
train,0.01895611,-0.12167739,1
train,0.71052294,-2.34070744,1
train,0.50393780,-0.92815337,0
train,-1.03193493,2.20315693,0
train,1.71093682,-1.13312360,1
train,1.66130998,-1.42606203,1
train,-1.44776246,1.65432275,0
train,0.51996976,-0.89599832,0
train,0.69108298,-0.41944268,0
train,-0.57004668,-0.03391617,1
train,0.34749277,0.21404188,0
train,-0.58958970,0.11811997,1
train,-0.69680629,0.50477905,1
train,0.67248646,-0.32501226,0
train,-0.66168162,0.67782157,1
train,0.53120926,0.07717047,0
train,-1.63056069,-0.37411530,0
train,-0.12867971,-0.20713447,1
train,-0.17016600,-0.23759802,1
train,0.53175433,0.10524807,0
train,-0.23335098,-1.31683409,0
train,-1.33602193,1.89186769,0
train,-0.52610920,-0.18725666,1
train,0.79282308,-0.36001945,0
train,1.14635249,1.20394687,1
train,0.63008487,-0.03752966,0
train,0.45734973,0.13908103,0
train,-1.53692359,1.41834716,0
train,1.43452496,-1.84271658,1
train,-0.08619683,-0.21649518,1
train,-0.63260374,0.15440659,1
train,0.46061952,-0.97945064,0
train,-0.68314453,0.55399129,1
train,-0.05205990,-1.40356925,0
train,-0.56419386,1.00505623,1
train,-0.02551741,-0.14793943,1
train,-0.55683925,-0.03451870,1
train,-0.34551952,-0.25217500,1
train,-0.22700793,-0.24247750,1
train,-0.56364365,-1.33685353,0
train,-1.68317815,-0.19271004,0
train,-0.29916060,-0.27482378,1
train,-0.47100692,-0.06048740,1
train,0.88702699,1.28565723,1
train,-0.60356530,0.11335002,1
train,0.40340072,-1.04296424,0
train,-0.02795772,-0.15202649,1
train,0.61366024,0.03077401,0
train,-0.13174671,-1.35614332,0
train,0.51652675,-0.91487935,0
train,-1.38498348,1.81604075,0
train,-0.04304942,-0.16558791,1
train,-0.00238221,-0.14145939,1
train,1.59294195,-1.38881904,1
train,0.71030121,0.02181323,0
train,-0.53678686,-0.06425378,1
train,0.13683809,-1.27683571,0
train,0.61380706,-2.39153850,1
train,0.63477827,-0.58425074,0
train,0.07961366,-1.25190819,0
train,-0.35010168,-0.20401700,1
train,0.71878690,-0.20343922,0
train,-0.23938776,1.17363962,1
train,1.72036985,0.44333759,1
train,-0.13501953,1.26055848,1
train,-0.64009947,0.18432105,1
train,-0.23802348,-1.34525063,0
train,-0.17170181,-0.22945081,1
train,1.74138252,0.35712948,1
train,-0.07497208,-0.19024609,1
train,-0.30879958,-0.19729008,1
train,1.66787085,-1.37021274,1
train,0.67692782,-0.86412716,0
train,-1.25568839,1.86914996,0
train,-1.50934184,1.52040196,0
train,-1.51515687,1.28513919,0
train,-0.14000767,-0.21552005,1
train,0.32381360,0.24427023,0
train,0.70913181,1.33677217,1
train,-0.47039195,-0.11947336,1
train,0.59576753,0.12207612,0
train,0.60349894,0.10031118,0
train,-0.49591904,-0.02497648,1
train,0.48686783,-0.94364633,0
train,0.04345744,1.33678752,1
train,-1.86106953,0.60812325,0
train,1.74678604,0.17103566,1
train,0.64882577,-0.75164696,0
train,0.74482887,-0.38159629,0
train,-1.12386797,-1.16853329,0
train,-1.72604056,1.04766979,0
train,-0.15696388,1.27136933,1
train,0.97644446,1.25796474,1
train,-1.15702562,-1.06838793,0
train,-0.67661534,0.18169087,1
train,0.03393860,-1.27692387,0
train,0.67526180,1.29138504,1
train,-1.40470917,1.67330642,0
train,0.00971074,1.22110518,1
train,-1.75928167,0.69008602,0
train,1.82563680,-0.88776746,1
train,0.39154796,-1.14483843,0
train,-1.82497548,0.28415900,0
train,0.40304701,-1.10472152,0
train,0.63486366,-0.03096046,0
train,1.63504222,-1.30631815,1
train,0.54145733,0.19833536,0
train,0.73294319,-0.49121147,0
train,-1.05261825,-1.18054760,0
train,-0.04343372,-0.18659318,1
train,1.87920117,-0.54136194,1
train,1.39205823,0.95654690,1
train,-1.37570223,-0.83224474,0
train,0.40541629,0.18477355,0
train,0.58021524,0.10807052,0
train,0.52873499,-0.88463889,0
train,-0.34455149,1.02409463,1
train,0.60129944,-0.81307603,0
train,-0.62061283,0.39992437,1
train,-0.64466816,0.55524068,1
train,-1.77590766,0.37714368,0
train,-1.58893104,1.55947310,0
train,-1.11340567,2.15865304,0
train,-0.34048519,-0.19282806,1
train,-1.21149102,-1.07859482,0
train,0.32553568,1.37699014,1
train,0.35881422,1.38782360,1
train,0.10109233,0.24878118,0
train,-0.60679446,0.56225825,1
train,-0.25867486,1.20287007,1
train,-0.68289719,0.11593888,1
train,0.77396681,-2.35827494,1
train,-0.08572789,-0.14624470,1
train,0.36259097,0.28367369,0
train,0.24755118,-1.20164219,0
train,-0.29183077,1.10678012,1
train,-0.43174869,0.95760664,1
train,-1.80214888,0.77193699,0
train,-1.79825237,0.28569206,0
train,-1.65874547,-0.11123552,0
train,0.76476105,-0.18120346,0
train,-1.58617105,1.50383794,0
train,1.22825584,-2.02076761,1
train,-0.93043851,-1.23266293,0
train,-0.18173160,-0.26492862,1
train,-0.57367945,0.78687303,1
train,1.45970545,0.83860997,1
train,-1.73394626,-0.16658232,0
train,-0.01541613,-0.16734031,1
train,0.74976377,-0.20681857,0
train,0.71483157,-0.07620968,0
train,1.61341033,0.77749332,1
train,-0.26871262,-0.27777205,1
train,-0.09820897,-0.18456600,1
train,-0.34024896,1.06223582,1
train,0.67762405,-0.74890029,0
train,0.42594958,1.43713456,1
train,-0.41319185,1.04336548,1
train,1.30459101,-1.92871025,1
train,1.58606295,-1.45768794,1
train,0.78583792,-0.28872185,0
train,-0.97192480,2.17783560,0
train,-0.26027736,-1.33467475,0
train,-0.35010544,-0.15682752,1
train,1.89747442,-0.02872542,1
train,-0.03121654,-0.15571674,1
train,1.46292018,0.93079755,1
train,1.71480047,-1.31705324,1
train,-1.42141768,1.70229609,0
train,-1.04159653,-1.10318202,0
train,-1.37667119,-0.91774116,0
train,1.05099674,-2.02485487,1
train,1.76595328,-0.84590113,1
train,1.68489736,0.49921026,1
train,-0.55971624,-1.26913493,0
train,0.37197457,-1.07087011,0
train,-0.02419664,1.36414622,1
train,0.49553168,1.27820160,1
train,-0.23559716,1.18958464,1
train,-0.32666852,1.07819507,1
train,0.24548365,1.31160649,1
train,0.75748841,-0.28973342,0
train,-1.71563287,-0.11445562,0
train,0.73683445,-0.55279053,0
train,1.82261700,-0.58355122,1
train,-0.38792476,-0.19480707,1
train,-0.69563592,0.31268453,1
train,0.66701737,-0.06952270,0
train,-1.54114608,-0.47247984,0
train,-0.69647154,0.29632288,1
train,-0.47819837,-1.39426075,0
train,-0.77887817,-1.29357061,0
train,0.37502504,0.23839670,0
train,0.22353909,1.38864484,1
train,-0.25814696,-0.20568754,1
train,0.32548770,0.26546615,0
train,-0.60688695,0.12121612,1
train,0.76663837,-0.52250608,0
train,-1.72061490,-0.16818813,0
train,-0.51611855,0.70164193,1
train,1.86512675,-0.81163869,1
train,-0.54260765,-0.08888688,1
train,1.52952288,-1.60326411,1
train,0.09560612,1.36883487,1
train,-1.67877355,1.25583045,0
train,-0.67825373,0.29503633,1
train,0.77103121,-0.52393003,0
train,-1.46488123,-0.60572610,0
train,-0.22709968,-0.21982767,1
train,-0.61907631,0.44149957,1
train,-0.64598554,0.30684331,1
train,-1.67295480,-0.38653284,0
train,-0.76385353,-1.24650239,0
train,-1.50006417,-0.81948552,0
train,-0.28379462,-0.20629939,1
train,1.65523125,-1.25967789,1
train,1.27434346,1.10370619,1
train,1.67371085,0.38566039,1
train,0.67868638,-0.89942608,0
train,-0.43111919,-0.06151732,1
train,-0.44911822,-0.11372164,1
train,1.17848866,1.11661312,1
train,-0.41057110,-0.10458073,1
train,0.30374994,0.24139267,0
train,-0.53090938,-0.02724791,1
train,-0.26850877,-0.21463418,1
train,0.67884179,-0.42311599,0
train,0.28770688,0.20052369,0
train,0.63069002,-0.89688028,0
train,-0.68849670,0.43400625,1
train,-0.38676074,1.01445620,1
train,-1.69577749,1.24494664,0
train,0.99317536,1.21715542,1
train,-0.32906743,-0.18561142,1
train,0.08583347,-1.34307518,0
train,-0.56547855,0.83793284,1
train,1.65020014,0.60786746,1
train,0.11513463,0.19660498,0
train,-0.99197402,-1.19814191,0
train,0.66782913,-0.72601022,0
train,1.64149310,0.59094900,1
train,0.90285746,-2.29452690,1
train,-1.73781274,-0.17296913,0
train,-1.50148974,-0.83795505,0
train,-1.41386767,-0.76115054,0
train,-1.76563219,0.49744278,0
train,-1.41427389,-0.70323723,0
train,-0.60697278,2.38902245,0
train,-0.16587166,-0.25449349,1
train,0.40669597,-0.99498256,0
train,-0.44009340,-1.35898298,0
train,-1.65991491,1.36958593,0
train,0.72491733,-0.21482215,0
train,0.31861349,1.38367228,1
train,1.61221454,-1.47593408,1
train,-0.55526582,0.77250516,1
train,0.63870494,-0.92607011,0
train,-1.12272925,2.07963418,0
train,0.82428970,1.32184228,1
train,-1.34895071,1.80553660,0
train,-0.64939809,2.36970784,0
train,-0.62749414,0.30572096,1
train,-1.57478778,-0.53462884,0
train,-1.29045662,-0.92440827,0
train,0.30871381,0.24999156,0
train,-0.47603015,0.86149252,1
train,-0.93187461,2.29014243,0
train,1.22176162,1.09072106,1
train,0.36475049,0.22918747,0
train,0.64465825,0.00128929,0
train,1.20158565,-1.98242271,1
train,1.59851077,-1.41167513,1
train,1.10094395,1.21286199,1
train,-1.67085765,1.42592219,0
train,0.68030067,-0.06893740,0
train,1.89145005,-0.82991160,1
train,-0.60361625,0.29357738,1
train,-0.07336919,1.32187937,1
train,1.77135182,-1.16303024,1
train,0.73989907,-0.20985864,0
train,-1.25991436,1.84133427,0
train,0.21500591,-1.25669894,0
train,0.71445475,-0.55364129,0
train,0.92554842,1.33813752,1
train,-0.36303145,1.04691758,1
train,1.02201682,1.20188069,1
train,0.63886153,-0.60785723,0
train,-0.60219483,0.65688320,1
train,-0.90496278,-1.23731995,0
train,-0.67842197,0.46364365,1
train,0.15525810,0.22750118,0
train,-0.06216135,-0.18173682,1
train,-0.51911326,0.91668887,1
train,-1.82578752,0.54972773,0
train,-1.43556461,1.62695774,0
train,0.69686339,1.38782770,1
train,0.17551804,0.23608335,0
train,-1.75723341,0.25941295,0
train,1.12113616,1.20454333,1
train,-1.51989179,-0.46662199,0
train,0.10718555,1.34888004,1
train,-0.09779636,-0.24247352,1
train,0.34339316,1.41682326,1
train,0.34832518,-1.14483676,0
train,-0.02701291,-0.11514747,1
train,-1.83321563,0.89269142,0
train,0.42640160,0.21533733,0
train,1.61953319,-1.42904896,1
train,0.94760780,-2.24729496,1
train,1.05926992,1.24269720,1
train,-1.81870463,0.59581091,0
train,0.46182646,0.21121945,0
train,0.15555178,0.20446163,0
train,-0.88819012,2.32232512,0
train,-0.57040437,0.71911652,1
train,1.69099325,0.52894187,1
train,-0.08907833,-1.41473881,0
train,-0.64944408,0.46072634,1
train,0.14464911,-1.30503565,0
train,-0.36013675,1.16201100,1
train,-0.65913740,0.66637984,1
train,1.61824348,-1.46074017,1
train,-1.55027559,-0.57133630,0
train,1.78720100,-1.10572178,1
train,0.59598050,-0.94048267,0
train,-0.58004518,0.30533416,1
train,1.35336246,-1.93121168,1
train,-1.26529994,-0.86891741,0
train,1.16411713,-2.02520637,1
train,-0.46545526,2.39995247,0
train,-0.11701296,1.20510081,1
train,0.95335319,-2.24975037,1
train,-0.03883810,-0.16247376,1
train,0.41153405,0.23648392,0
train,-0.87602648,-1.24453987,0
train,0.90934861,1.27941922,1
train,-0.45507137,-1.37842454,0
train,-1.75592242,0.23116800,0
train,0.61325776,-0.76599437,0
train,-1.80525841,0.91466168,0
train,0.74742511,-0.23284422,0
train,-0.39345833,-1.32142635,0
train,-1.51979741,-0.67645218,0
train,-1.47613399,1.77124799,0
train,-0.42773785,-1.35381418,0
train,0.42695987,-1.06897723,0
train,0.45153935,-1.06302654,0
train,-1.83780491,0.73498448,0
train,0.68486883,0.08390741,0
train,-0.48968855,-0.18571105,1
train,-0.77291441,-1.24539236,0
train,-0.60126992,0.32393268,1
train,-1.79352741,0.03488852,0
train,0.14012853,-1.28617152,0
train,0.33003589,1.35605123,1
train,1.84028673,-0.58585484,1
train,1.75248694,0.31525040,1
train,-0.15456396,1.27667786,1
train,0.76009130,-0.39110382,0
train,1.06400752,-2.15900462,1
train,-1.56520441,1.55999194,0
train,0.54316065,1.40231330,1
train,1.52718714,-1.65348119,1
train,0.11226927,0.18211140,0
train,-0.59244665,0.71598795,1
train,-0.43499592,-0.06580300,1
train,-1.75439764,1.10098716,0
train,-0.35868696,2.47268488,0
train,0.55529815,0.05540973,0
train,0.30599940,1.42115875,1
train,-0.69081978,-1.31569017,0
train,0.70591075,-0.18199603,0
train,0.47462505,1.40471266,1
train,1.22980985,1.11015119,1
train,0.54396184,1.30823056,1
train,0.67447092,-0.62928319,0
train,-0.33129610,1.08656828,1
train,0.59221469,-0.09999549,0
train,-1.84720294,0.24393150,0
train,-1.77251559,0.95786833,0
train,1.34618048,0.91019469,1
train,-0.15062183,1.26276572,1
train,-0.69347187,-1.33076326,0
train,0.22565317,0.24173977,0
train,1.80113972,-0.78009043,1
train,-0.38675649,1.09856273,1
train,-0.42521707,-1.38556712,0
train,-0.83433784,-1.28568784,0
train,0.97416919,1.21609193,1
train,-1.35165652,1.85316907,0
train,1.45122195,0.92417041,1
train,0.08764289,0.21302465,0
train,-0.74690048,-1.29973776,0
train,0.13591363,0.20648397,0
train,1.87087746,-0.30831370,1
train,1.08269210,-2.03302072,1
train,-1.78573176,0.89186786,0
train,0.06992466,0.13855054,0
train,0.61837036,0.00151085,0
train,0.57581308,1.43963199,1
train,0.38343474,1.46526359,1
train,-1.27612505,-1.04913442,0
train,-0.60713655,0.20871198,1
train,1.80576713,0.01181737,1
train,-1.79635304,0.91294739,0
train,0.58546947,-0.75353124,0
train,0.72557101,-0.19448549,0
train,-0.62304830,0.67463189,1
train,-1.49292079,-0.70991304,0
train,0.56227880,0.07558239,0
train,-1.59547751,1.41506576,0
train,0.36922939,0.17930820,0
train,1.73120723,-0.00960575,1
train,0.23666271,0.23703524,0
train,-0.30739541,-0.18999567,1
train,0.35453456,0.22902958,0
train,0.27593254,0.24051382,0
train,-1.01640617,2.15773728,0
train,0.64868289,-0.01572611,0
train,-1.69031599,0.93454568,0
train,1.80041293,0.32133669,1
train,-0.51294735,-0.16873941,1
train,0.08349529,0.16406240,0
train,0.28805626,0.21645598,0
train,-0.33337124,-0.26388707,1
train,0.68397893,-0.13663096,0
train,-1.52096228,-0.56140629,0
train,-0.91947973,-1.19860431,0
train,0.80571679,-0.36368297,0
